,TSPYL5(AL080059),ALDH4A1(NM_003748),MMP9(NM_004994),WISP1(NM_003882),SERF1A(AF073519),TGF?3(NM_003239),SMIM5(Contig24252_RC),HRASLS1(NM_020386),ECI2(NM_006117),DTL(NM_016448),Contig63649_RC,Contig46218_RC,NM_016359,AA555029_RC,Contig38288_RC,NM_003862,Contig28552_RC,Contig32125_RC,U82987,AL137718,AB037863,NM_020188,NM_020974,NM_000127,NM_002019,NM_002073,NM_000436,Contig55377_RC,Contig35251_RC,Contig25991,NM_003875,NM_006101,NM_003607,AF052162,NM_000849,Contig32185_RC,NM_016577,Contig48328_RC,Contig46223_RC,NM_015984,AK000745,Contig40831_RC,NM_014791,X05610,NM_018401,NM_000788,Contig51464_RC,AL080079,NM_006931,AF257175,NM_014321,NM_002916,Contig55725_RC,AF201951,NM_005915,NM_001282,Contig56457_RC,NM_000599,NM_014889,AF055033,NM_006681,NM_007203,Contig63102_RC,NM_003981,Contig20217_RC,NM_001809,Contig2399_RC,NM_004702,NM_007036,NM_018354
0,0.29424421732114037,0.7050428163653664,0.1830473218928757,0.6108829568788501,0.28756957328385896,0.8064753495217072,0.17900874635568512,0.4990089197224975,0.8907630522088352,0.1842592592592592,0.4080560420315237,0.2961937716262976,0.2689133425034388,0.40281690140845067,0.284251968503937,0.7158227848101265,0.2556118754525706,0.46568627450980393,0.4849785407725322,0.3107170393215111,0.5606494746895893,0.3768472906403941,0.5063624396665205,0.48048452220726784,0.5601990049751243,0.5365591397849462,0.4285714285714286,0.5237420269312544,0.3585726718885988,0.058870326173428765,0.2711442786069652,0.3768624014022787,0.5277280858676208,0.39250191277735275,0.7077151335311572,0.3076374018558173,0.24145299145299148,0.6270012981393337,0.4597701149425287,0.3835125448028674,0.4620343839541547,0.5040411462160176,0.35107471852610034,0.47330960854092524,0.55930359085963,0.32489878542510126,0.4323279195668986,0.3085271317829457,0.3721881390593047,0.7973531844499586,0.20016142050040356,0.3447521865889213,0.16937022900763357,0.22971014492753625,0.4649721016738995,0.5331179321486268,0.47894302229562347,0.21943231441048036,0.16905187835420396,0.18022235225277938,0.44875,0.37826393789696544,0.4594594594594595,0.3008241758241758,0.33932273669661367,0.1807580174927114,0.3488151658767772,0.3241511851377322,0.5268245529241179,0.12829403606102635
1,0.315761161915008,0.1436726926736442,0.26365054602184085,0.5595482546201231,0.3302411873840445,0.6306107431935246,0.17434402332361515,0.5222993062438057,0.43373493975903604,0.462037037037037,0.2626970227670753,0.3280276816608997,0.41884456671251713,0.5511737089201878,0.44015748031496066,0.5322784810126583,0.2947139753801593,0.2882352941176471,0.4603004291845494,0.353893600616808,0.43553008595988535,0.49589490968801314,0.6546731022378236,0.41722745625841184,0.8318407960199005,0.30752688172043013,0.45286686103012636,0.4599574769666903,0.381201044386423,0.3142402545743834,0.3938640132669983,0.3172655565293602,0.5348837209302325,0.3465952563121653,0.37314540059347184,0.49821556031406145,0.27350427350427353,0.21289485071397668,0.39408866995073893,0.6845878136200718,0.5429799426934097,0.36958119030124903,0.39508700102354144,0.6405693950177936,0.3590859630032644,0.5344129554655871,0.49033255993812835,0.36589147286821705,0.2689161554192229,0.4507857733664185,0.22195318805488295,0.4978134110787172,0.2194656488549618,0.6282608695652174,0.5883446993180408,0.4919224555735057,0.5441783649876135,0.2314410480349345,0.33005366726296964,0.1960210649502633,0.4625,0.6069160197600565,0.5295295295295296,0.33379120879120877,0.38908085694540423,0.33294460641399415,0.44834123222748806,0.433055733504164,0.5437409376510391,0.22191400832177532
2,0.5868746637977407,0.39771646051379644,0.4139365574622985,0.6673511293634496,0.2857142857142857,0.7851361295069904,0.07813411078717201,0.5703666997026758,0.5068273092369477,0.612037037037037,0.28429655575014595,0.4449826989619377,0.46905089408528194,0.35962441314553995,0.4204724409448819,0.6202531645569621,0.44895003620564805,0.657843137254902,0.6362660944206009,0.43099460292983804,0.5377268385864374,0.3563218390804598,0.8797718297498903,0.5302826379542395,0.6736318407960199,0.3424731182795699,0.20796890184645286,0.5648476257973069,0.29939077458659713,0.2911694510739857,0.3805970149253731,0.5495179666958808,0.4686940966010733,0.4338179035960215,0.6580118694362017,0.4610992148465382,0.22578347578347585,0.4024231934227608,0.49835796387520526,0.3835125448028674,0.40114613180515757,0.22777369581190296,0.4626407369498465,0.5800711743772242,0.6060935799782371,0.3805668016194332,0.4949729311678267,0.2527131782945736,0.20552147239263802,0.5467328370554176,0.1824051654560129,0.3432944606413994,0.14980916030534347,0.4521739130434783,0.5356478611283322,0.7140549273021003,0.625103220478943,0.29475982532751094,0.24597495527728092,0.2598010532475132,0.53025,0.4488355681016231,0.6236236236236237,0.5151098901098902,0.37456807187284036,0.36093294460641395,0.5090047393364928,0.3158231902626521,0.4354760753987434,0.1477115117891817
3,0.48144163528778916,0.2559467174119886,0.5065002600104004,0.37782340862423,0.2708719851576994,0.506990434142752,0.2326530612244898,0.48414271555996036,0.623293172690763,0.37870370370370365,0.36835960303561005,0.2657439446366782,0.15887207702888587,0.3483568075117371,0.27637795275590554,0.3120253164556962,0.22375090514120202,0.3392156862745098,0.507510729613734,0.3415574402467232,0.3581661891117478,0.3793103448275862,0.3444493198771391,0.16958277254374154,0.5751243781094527,0.3338709677419355,0.2915451895043732,0.48121899362154497,0.4482158398607485,0.2068416865552904,0.2943615257048093,0.3672217353198949,0.38461538461538464,0.3871461361897475,0.642433234421365,0.5139186295503213,0.14387464387464388,0.5845954132410212,0.43678160919540227,0.4683393070489845,0.4355300859598854,0.36370315944158704,0.4032753326509724,0.38256227758007116,0.4319912948857454,0.44736842105263164,0.4238205723124516,0.36124031007751933,0.3374233128834355,0.6352357320099256,0.16868442292171104,0.4540816326530613,0.16459923664122136,0.7536231884057972,0.4761314321140731,0.44103392568659133,0.4145334434351775,0.17685589519650655,0.2549194991055457,0.2603861907548274,0.46475,0.5765702187720536,0.37737737737737737,0.22046703296703293,0.2916378714581893,0.1434402332361516,0.40379146919431275,0.4106342088404869,0.5176413726437893,0.12690707350901526
4,0.6030123722431415,0.5746907706945766,0.4331773270930837,0.3942505133470226,0.3191094619666048,0.4311994113318616,0.27405247813411077,0.47175421209117935,0.5751004016064256,0.686111111111111,0.4039696438995914,0.5847750865051904,0.7042640990371388,0.4347417840375587,0.3866141732283465,0.32848101265822793,0.5278783490224475,0.3607843137254902,0.5547210300429185,0.48804934464148036,0.5148042024832855,0.6239737274220033,0.5616498464238702,0.24629878869448182,0.5104477611940298,0.28817204301075267,0.4557823129251701,0.3451452870304748,0.40208877284595307,0.43516308671439935,0.3598673300165838,0.5793163891323401,0.4892665474060823,0.3335883703136955,0.7143916913946587,0.5046395431834404,0.23219373219373227,0.3003028991778452,0.41707717569786534,0.6284348864994027,0.44484240687679083,0.5187362233651727,0.5655066530194474,0.46619217081850534,0.47769314472252444,0.6417004048582996,0.5522041763341067,0.2718346253229974,0.3967280163599182,0.576509511993383,0.5343018563357547,0.4533527696793003,0.21851145038167935,0.4949275362318841,0.6546807191568504,0.46042003231017775,0.4591246903385632,0.2953056768558952,0.38372093023255816,0.2580456407255705,0.47575,0.48694424841213835,0.43843843843843844,0.695054945054945,0.37940566689702826,0.4565597667638484,0.371563981042654,0.5534913516976298,0.5239246012566457,0.41539528432732314
5,0.6637977407208177,0.38154138915318747,0.358814352574103,0.5462012320328542,0.47959183673469385,0.509933774834437,0.26064139941690956,0.6085232903865213,0.38955823293172687,0.6361111111111111,0.3350846468184472,0.4934256055363322,0.5735900962861072,0.4929577464788732,0.40393700787401576,0.2436708860759494,0.5894279507603186,0.46568627450980393,0.5686695278969958,0.48033924441017734,0.44699140401146126,0.5681444991789819,0.6985519964896886,0.19919246298788693,0.3990049751243781,0.40913978494623654,0.2750242954324587,0.28986534372785255,0.4386422976501305,0.7072394590294352,0.3922056384742952,0.6581945661700263,0.7441860465116279,0.33817903596021426,0.2596439169139466,0.5024982155603142,0.23076923076923084,0.1955863262656859,0.4285714285714285,0.42891278375149344,0.44770773638968486,0.4063188831741366,0.560388945752303,0.4750889679715302,0.3590859630032644,0.48481781376518224,0.5274555297757153,0.36899224806201547,0.27709611451942745,0.34408602150537637,0.39628732849071835,0.4599125364431487,0.32108778625954193,0.2804347826086957,0.6044637321760694,0.39983844911147015,0.4549958711808423,0.2936681222707424,0.2379248658318426,0.26916325336454067,0.462,0.3323923782639379,0.45245245245245247,0.6964285714285715,0.49205252246026254,0.5743440233236151,0.45213270142180084,0.7130044843049328,0.513291445142581,0.21289875173370323
6,0.6455083378160301,0.5461465271170315,0.23504940197607907,0.37782340862423,0.23562152133580705,0.5165562913907285,0.08629737609329444,0.5049554013875124,0.597590361445783,0.661111111111111,0.3070636310566258,0.5238754325259516,0.48762035763411277,0.2535211267605634,0.35590551181102364,0.3632911392405064,0.6133236784938451,0.6068627450980392,0.6158798283261804,0.4942174248265227,0.7277936962750715,0.45238095238095233,0.6902150065818341,0.1090174966352624,0.5920398009950248,0.3543010752688172,0.25947521865889217,0.5124025513819985,0.36205395996518713,0.4264120922832141,0.17412935323383083,0.722173531989483,0.315742397137746,0.37413925019127775,0.4554896142433235,0.5010706638115632,0.22435897435897442,0.3704024231934228,0.6338259441707718,0.3118279569892473,0.36389684813753587,0.242468772961058,0.4708290685772774,0.6067615658362989,0.5059847660500544,0.41396761133603244,0.5622583139984532,0.20310077519379846,0.4294478527607362,0.6674937965260546,0.29701372074253435,0.35058309037900875,0.2447519083969465,0.5086956521739131,0.6038437693738374,0.5670436187399032,0.33773740710156896,0.30513100436681223,0.1493738819320215,0.29607957870099477,0.393,0.4700070571630205,0.6626626626626627,0.6043956043956045,0.2107809260539046,0.42215743440233233,0.44928909952606627,0.5176169122357464,0.45964233929434506,0.32801664355062415
7,0.6390532544378698,0.4576593720266413,0.3577743109724389,0.46406570841889117,0.4406307977736549,0.5849889624724062,0.30670553935860057,0.5505450941526264,0.6369477911646585,0.5703703703703703,0.37769994162288384,0.4560553633217993,0.36107290233837686,0.5061032863849765,0.28188976377952757,0.4227848101265823,0.41998551774076753,0.5823529411764706,0.5654506437768241,0.42945258288357746,0.41451766953199615,0.47947454844006565,0.7731461167178587,0.5397039030955585,0.34228855721393037,0.48387096774193544,0.23323615160349856,0.45641389085754785,0.42819843342036557,0.3134447096260939,0.6119402985074627,0.4574934268185802,0.5724508050089445,0.41086457536342774,0.6320474777448072,0.5046395431834404,0.22222222222222227,0.7520553872782345,0.4121510673234811,0.5495818399044206,0.6683381088825215,0.33504775900073475,0.45496417604913,0.4893238434163701,0.5233949945593036,0.5182186234817814,0.505800464037123,0.32609819121447026,0.25664621676891614,0.6889991728701407,0.3220338983050848,0.5255102040816326,0.15839694656488548,0.6884057971014493,0.6038437693738374,0.617124394184168,0.458298926507019,0.415938864628821,0.16905187835420396,0.34406085430076067,0.5095,0.32745236414961193,0.6716716716716717,0.38598901098901106,0.3759502418797511,0.3871720116618076,0.2824644549763033,0.5003203074951954,0.5219913001449976,0.1608876560332871
8,0.7482517482517482,0.7783063748810658,0.36401456058242326,0.36652977412731,0.46196660482374763,0.43193524650478293,0.3311953352769679,0.695242814667988,0.5012048192771084,0.5092592592592592,0.4781085814360771,0.5778546712802769,0.6671251719394772,0.428169014084507,0.5606299212598425,0.2310126582278481,0.5213613323678493,0.4127450980392157,0.16845493562231764,0.48265227447956816,0.30945558739255014,0.7602627257799671,0.1333918385256692,0.41722745625841184,0.626865671641791,0.23870967741935487,0.49368318756073865,0.38483345145287023,1.0,0.4407319013524264,0.5563847429519072,0.3935144609991236,0.4955277280858676,0.4567712318286152,0.3991097922848665,0.5603140613847252,1.0,0.25573344872349635,0.49261083743842365,0.6523297491039427,0.520057306590258,0.7567964731814842,0.5977482088024565,0.445729537366548,0.2763873775843308,0.5253036437246964,0.5699922660479504,0.7875968992248062,0.3895705521472393,0.5591397849462365,0.6698950766747377,0.6800291545189504,0.3759541984732824,0.24347826086956526,0.5722256664600124,0.4830371567043619,0.6564822460776218,0.1004366812227074,0.5652951699463328,0.09947337624341716,0.46875,0.37120677487649967,0.22722722722722727,0.6188186813186813,0.5632342778161713,0.6174927113702623,0.5715639810426539,0.5368353619474696,0.6201063315611406,0.3703190013869626
9,0.8800430338891878,0.16175071360608945,0.29745189807592304,0.38193018480492813,0.37291280148423,0.23325974981604122,0.5416909620991254,0.5356788899900893,0.6923694779116465,0.524074074074074,0.37828371278458844,0.5737024221453287,0.5281980742778541,0.5624413145539906,0.8299212598425197,0.3189873417721519,0.9080376538740044,0.407843137254902,0.701716738197425,0.8288357748650732,0.20916905444126074,0.5960591133004927,0.14129003949100485,0.8425302826379543,0.3960199004975124,0.6096774193548387,0.25072886297376096,0.20198440822111974,0.3429068755439513,0.6165473349244233,0.40796019900497515,0.8501314636283961,0.6171735241502684,0.4506503442999235,0.13575667655786353,0.49107780157030695,0.6331908831908832,0.061877974902639604,0.2848932676518883,0.6714456391875747,0.3144699140401146,0.5341660543717854,0.6596724667349028,0.5765124555160142,0.3775843307943416,0.18623481781376525,0.3882443928847641,0.2847545219638242,0.32515337423312884,0.7675765095119934,0.533494753833737,0.48177842565597667,0.6564885496183205,0.5231884057971015,0.685058896466212,0.35783521809369956,0.7795210569777042,0.2827510917030568,0.49821109123434715,0.28788765359859564,0.54025,0.7205363443895553,0.4234234234234235,0.5041208791208791,0.48859709744298546,0.6833819241982508,0.3592417061611374,0.6931454196028186,0.5171580473658772,0.6872399445214981
